55.4437,46.5144,,0.8389,,0.82478
56.2607,45.5173,,0.809,,
54.4169,44.9407,,0.8259,,
54.6824,45.7128,,0.836,,
54.9214,44.7099,,0.8141,,
46.4289,36.7358,,0.7912,,0.7854
45.1242,34.995,,0.7755,,
44.377,35.5397,,0.8009,,
45.347,35.1618,,0.7754,,
45.2921,35.5085,,0.784,,
