52.5441,33.8188,29.7012,22.5961,,0.643626972390811,0.565262322506238,0.430040670598602,,0.642014480318323,0.54426666129479,0.409882486420333
52.5603,33.8368,29.5849,22.1569,,0.643771059145401,0.562875402157142,0.421552007884278,,,,
52.9016,33.8612,28.1447,21.1484,,0.640078939011296,0.53201982548732,0.399768627035855,,,,
52.5528,33.4634,28.9896,22.1054,,0.636757698923749,0.551628076905512,0.420632202280373,,,,
52.6513,33.7557,27.1386,20.2421,,0.641118073058025,0.51544026453288,0.384455844395105,,,,
52.5941,34.0144,28.3153,21.1873,,0.646734139380653,0.538374076179648,0.402845566327782,,,,
,,,,,,,,,,,
35.7997,34.433,32.7622,15.017,,0.96182370243326,0.915152920275868,0.419472788878119,,0.979774173909083,0.804929160770232,0.421061414536817
35.0944,34.3282,27.4688,15.0241,,0.978167456916203,0.782711771678672,0.428105338743503,,,,
35.0479,35.383,27.471,14.7509,,1.00956120052842,0.783813010194619,0.42087828372028,,,,
35.257,34.15,27.6359,14.7586,,0.968601979748702,0.783841506651161,0.418600561590606,,,,
35.1232,34.8371,27.4536,14.7171,,0.991854386844023,0.781637208454811,0.41901364340379,,,,
35.0756,33.9755,27.4438,14.7422,,0.968636316983886,0.78241854736626,0.420297870884604,,,,
