319.7671,98.6756,,0.3086,,0.31042
317.0391,98.7818,,0.3116,,
317.1799,98.4648,,0.3104,,
317.0128,98.6206,,0.3111,,
316.501,98.2454,,0.3104,,
527.8294,541.7345,,1.0263,,1.02636
519.0492,532.8039,,1.0265,,
518.5908,532.3748,,1.0266,,
519.0473,532.5373,,1.026,,
520.0842,533.8247,,1.0264,,
